Diabetes & Vascular Disease Research;Diabetes Vasc. Dis. Res.
MOLECULAR GENETICS AND GENOMICS;Mol. Genet. Genomics
Frontiers in Systems Neuroscience;Front. Syst. Neurosci.
VADOSE ZONE JOURNAL;Vadose Zone J.
BMC NEUROSCIENCE;BMC Neurosci.
JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS;J. Educ. Behav. Stat.
PSYCHOLOGY OF ADDICTIVE BEHAVIORS;Psychol. Addict. Behav.
GEOGRAPHICAL JOURNAL;Geogr. J.
CURRENT OPINION IN GASTROENTEROLOGY;Curr. Opin. Gastroenterol.
Crisis-The Journal of Crisis Intervention and Suicide Prevention;Crisis
Advances in Medical Sciences;Adv. Med. Sci.
NEW ASTRONOMY REVIEWS;New Astron. Rev.
ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY;Zool. J. Linn. Soc.
NEUROPEPTIDES;Neuropeptides
ASIAN JOURNAL OF ANDROLOGY;Asian J. Androl.
OCEAN & COASTAL MANAGEMENT;Ocean Coastal Manage.
CURRENT OPINION IN HEMATOLOGY;Curr. Opin. Hematol.
Translational Vision Science & Technology;Transl. Vis. Sci. Technol.
COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE;Cogn. Affect. Behav. Neurosci.
JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION;J. Formos. Med. Assoc.
Advances in Inorganic Chemistry;Adv. Inorg. Chem.
JOURNAL OF INFORMATION SCIENCE;J. Inf. Sci.
Epidemiology and Health;Epidemiol. Health
NEUROEPIDEMIOLOGY;Neuroepidemiology
CLINICAL BIOCHEMISTRY;Clin. Biochem.
AQUACULTURAL ENGINEERING;Aquac. Eng.
JOURNAL OF THERMAL STRESSES;J. Therm. Stresses
Journal of Consumer Behaviour;J. Consum. Behav.
LEUKEMIA & LYMPHOMA;Leuk. Lymphoma
INTEGRATIVE CANCER THERAPIES;Integr. Cancer Ther.
SURGICAL ONCOLOGY-OXFORD;Surg. Oncol.-Oxf.
PEDIATRIC CLINICS OF NORTH AMERICA;Pediatr. Clin. N. Am.
Paleoceanography and Paleoclimatology;Paleoceanogr. Paleoclimatology
Polish Archives of Internal Medicine-Polskie Archiwum Medycyny Wewnetrznej;Pol. Intern. Med.
QUALITATIVE HEALTH RESEARCH;Qual. Health Res.
EVOLUTIONARY COMPUTATION;Evol. Comput.
AoB Plants;Aob Plants
JOURNAL OF CAREER ASSESSMENT;J. Career Assess.
CANADIAN FAMILY PHYSICIAN;Can. Fam. Phys.
IEEE Transactions on Terahertz Science and Technology;IEEE Trans. Terahertz Sci. Technol.
ARCHAEA-AN INTERNATIONAL MICROBIOLOGICAL JOURNAL;Archaea
TEACHING AND TEACHER EDUCATION;Teach. Teach. Educ.
CURRENT PROTEIN & PEPTIDE SCIENCE;Curr. Protein Pept. Sci.
MEDIA CULTURE & SOCIETY;Media Cult. Soc.
SIMULATION MODELLING PRACTICE AND THEORY;Simul. Model. Pract. Theory
STEM CELLS AND DEVELOPMENT;Stem Cells Dev.
Nutrition Journal;Nutr. J.
HEREDITAS;Hereditas
REGULATORY TOXICOLOGY AND PHARMACOLOGY;Regul. Toxicol. Pharmacol.
Brain Structure & Function;Brain Struct. Funct.
NUTRIENT CYCLING IN AGROECOSYSTEMS;Nutr. Cycl. Agroecosyst.
EUROPEAN PLANNING STUDIES;Eur. Plan. Stud.
Bladder Cancer;Bladder Cancer
Bioengineered;Bioengineered
JOURNAL OF SOCIAL POLICY;J. Soc. Policy
FUTURE OF CHILDREN;Future Child.
EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES;Eur. J. Clin. Microbiol. Infect. Dis.
POLYMER-PLASTICS TECHNOLOGY AND ENGINEERING;Polym.-Plast. Technol. Eng.
ENVIRONMENTAL MANAGEMENT;Environ. Manage.
MECHANICS OF MATERIALS;Mech. Mater.
JOURNAL OF MATERIALS IN CIVIL ENGINEERING;J. Mater. Civ. Eng.
SYNTHETIC METALS;Synth. Met.
Journal of Modern Power Systems and Clean Energy;J. Mod. Power Syst. Clean Energy
Educacion XX1;Educ. XX1
Dermatology and Therapy;Dermatol. Ther.
PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS;Physica A
NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW;Neth. J. Geosci.
Journal of Anthropological Sciences;J. Anthropol. Sci.
Journal of Breath Research;J. Breath Res.
Insect Science;Insect Sci.
Experimental Neurobiology;Exp. Neurobiol.
TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR;Transp. Res. Pt. F-Traffic Psychol. Behav.
JOURNAL OF CONTEMPORARY ASIA;J. Contemp. Asia
BMC EVOLUTIONARY BIOLOGY;BMC Evol. Biol.
JOURNAL OF RESEARCH ON ADOLESCENCE;J. Res. Adolesc.
COMMON MARKET LAW REVIEW;Common Mark. Law Rev.
Nonlinear Analysis-Modelling and Control;Nonlinear Anal.-Model Control
Eye and Vision;Eye Vis.
International Journal of Endocrinology;Int. J. Endocrinol.
SIGNAL PROCESSING-IMAGE COMMUNICATION;Signal Process.-Image Commun.
JOURNAL OF ADOLESCENCE;J. Adolesc.
Journal of Attention Disorders;J. Atten. Disord.
INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY;Infect. Control Hosp. Epidemiol.
APPLIED VEGETATION SCIENCE;Appl. Veg. Sci.
BRAIN RESEARCH;Brain Res.
BIOLOGICAL PSYCHOLOGY;Biol. Psychol.
JOURNAL OF MECHANICAL DESIGN;J. Mech. Des.
Sustainability;Sustainability
ARCHIVES OF GERONTOLOGY AND GERIATRICS;Arch. Gerontol. Geriatr.
PATHOLOGY RESEARCH AND PRACTICE;Pathol. Res. Pract.
Yale Journal on Regulation;Yale J. Regul.
NURSING OUTLOOK;Nurs. Outlook
OPHTHALMOLOGICA;Ophthalmologica
ANIMAL FEED SCIENCE AND TECHNOLOGY;Anim. Feed Sci. Technol.
ENVIRONMENTAL TECHNOLOGY;Environ. Technol.
Communications in Computational Physics;Commun. Comput. Phys.
AAPS PHARMSCITECH;AAPS PharmSciTech
PHYSIOLOGY & BEHAVIOR;Physiol. Behav.
BIOLOGICAL PROCEDURES ONLINE;Biol. Proced. Online
Korean Circulation Journal;Korean Circ. J.
Current Opinion in Endocrinology Diabetes and Obesity;Curr. Opin. Endocrinol. Diabetes Obes.
LEADERSHIP & ORGANIZATION DEVELOPMENT JOURNAL;Leadersh. Org. Dev. J.
Fottea;Fottea
BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY;Br. J. Educ. Psychol.
Political Studies Review;Polit. Stud. Rev.
VISUAL NEUROSCIENCE;Visual Neurosci.
JOURNAL OF COMMUNICATIONS AND NETWORKS;J. Commun. Netw.
Animal;Animal
PLoS One;PLoS One
Health Promotion and Chronic Disease Prevention in Canada-Research Policy and Practice;Health Promot. Chronic Dis. Prev. Can.-Res. Policy Pract.
JOURNAL OF APPLIED GENETICS;J. Appl. Genetics
JOURNAL OF WORLD PREHISTORY;J. World Prehist.
YEAST;Yeast
Reproductive Medicine and Biology;Reprod. Med. Biol.
VASCULAR MEDICINE;Vasc. Med.
SCIENTOMETRICS;Scientometrics
GENERAL HOSPITAL PSYCHIATRY;Gen. Hosp. Psych.
CHINESE JOURNAL OF PHYSICS;Chin. J. Phys.
BRITISH JOURNAL OF CRIMINOLOGY;Br. J. Criminol.
ATHEROSCLEROSIS SUPPLEMENTS;Atheroscler. Suppl.
GEODINAMICA ACTA;Geodin. Acta
PARASITOLOGY;Parasitology
BMC Palliative Care;BMC Palliat. Care
Conservation Science and Practice;Conserv. Sci. Pract.
EXPERIMENTAL THERMAL AND FLUID SCIENCE;Exp. Therm. Fluid Sci.
Cardiovascular Toxicology;Cardiovasc. Toxicol.
Clinical Lymphoma Myeloma & Leukemia;Clin. Lymphoma Myeloma Leuk.
JOURNAL OF HEALTH PSYCHOLOGY;J. Health Psychol.
ENGINEERING OPTIMIZATION;Eng. Optimiz.
International Review of Neurobiology;Int. Rev. Neurobiol.
RESEARCH IN DEVELOPMENTAL DISABILITIES;Res. Dev. Disabil.
Cultural Diversity & Ethnic Minority Psychology;Cult. Divers. Ethn. Minor. Psychol.
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY;Comp. Biochem. Physiol. C-Toxicol. Pharmacol.
Cartography and Geographic Information Science;Cartogr. Geogr. Inf. Sci.
Psychological Trauma-Theory Research Practice and Policy;Psychol. Trauma
INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY;Int. J. Adv. Manuf. Technol.
Clinical Breast Cancer;Clin. Breast Cancer
OECOLOGIA;Oecologia
Journal of Financial Econometrics;J. Financ. Econom.
DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY;Drug Dev. Ind. Pharm.
International Journal of Simulation Modelling;Int. J. Simul. Model
JOURNAL OF COGNITIVE NEUROSCIENCE;J. Cogn. Neurosci.
Revista de Psicodidactica;Rev. Psicodidact.
International Journal of Applied Mechanics;Int. J. Appl. Mech.
ELECTROANALYSIS;Electroanalysis
Geomechanics and Engineering;Geomech. Eng.
Reproductive Health;Reprod. Health
JOURNAL OF TEXTURE STUDIES;J. Texture Stud.
Journal of Cloud Computing-Advances Systems and Applications;J. Cloud Comput.-Adv. Syst. Appl.
Eating Disorders;Eat. Disord
Kidney Diseases;Kidney Dis.
PSYCHIATRY RESEARCH;Psychiatry Res.
SUPERCONDUCTOR SCIENCE & TECHNOLOGY;Supercond. Sci. Technol.
COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS;Commun. Pure Appl. Math.
INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY;Int. J. Immunopathol. Pharmacol.
ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY;Environ. Dev. Sustain.
MUSCLE & NERVE;Muscle Nerve
IEEE ELECTRICAL INSULATION MAGAZINE;IEEE Electr. Insul. Mag.
COGNITION AND INSTRUCTION;Cogn. Instr.
COASTAL ENGINEERING JOURNAL;Coast Eng. J.
Aquaculture Reports;Aquacult. Rep.
DIGESTION;Digestion
ENVIRONMENTAL AND MOLECULAR MUTAGENESIS;Environ. Mol. Mutagen.
JOURNAL OF ARCHAEOLOGICAL SCIENCE;J. Archaeol. Sci.
JOURNAL OF COMPARATIVE NEUROLOGY;J. Comp. Neurol.
JOURNAL OF APPLIED PHYCOLOGY;J. Appl. Phycol.
ECOHYDROLOGY & HYDROBIOLOGY;Ecohydrol. Hydrobiol.
Advances in Concrete Construction;Adv. Concr. Constr.
JOURNAL OF AGING AND HEALTH;J. Aging Health
SIAM JOURNAL ON NUMERICAL ANALYSIS;SIAM J. Numer. Anal.
INTERNATIONAL JOURNAL OF PHYTOREMEDIATION;Int. J. Phytoremediat.
JOURNAL OF EPIDEMIOLOGY;J. Epidemiol.
BIOPROCESS AND BIOSYSTEMS ENGINEERING;Bioprocess. Biosyst. Eng.
Neurocritical Care;Neurocrit. Care
QJM-AN INTERNATIONAL JOURNAL OF MEDICINE;QJM-An Int. J. Med.
ACTA NEUROLOGICA SCANDINAVICA;Acta Neurol. Scand.
BJPsych Open;BJPsych Open
BIOFOULING;Biofouling
European Accounting Review;Eur. Account. Rev.
Economic Systems;Econ. Syst.
HEARING RESEARCH;Hear. Res.
JOURNAL OF PHYSICS D-APPLIED PHYSICS;J. Phys. D-Appl. Phys.
Journal of Biophotonics;J. Biophotonics
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING;Int. J. Comput. Integr. Manuf.
Energy Sources Part B-Economics Planning and Policy;Energy Sources Part B
International Journal of Multimedia Information Retrieval;Int. J. Multimed. Inf. Retr.
JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES;J. Chromatogr. B
APMIS;APMIS
Games for Health Journal;Games Health J.
Conservation & Society;Conserv. Soc.
AFRICAN AFFAIRS;Afr. Aff.
JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION;J. Am. Water Resour. Assoc.
PATHOLOGY & ONCOLOGY RESEARCH;Pathol. Oncol. Res.
Risk Management and Healthcare Policy;RISK MANAG. HEALTHC. POLICY
INTERNATIONAL JOURNAL OF WILDLAND FIRE;Int. J. Wildland Fire
ENVIRONMENT AND URBANIZATION;Environ. Urban.
JOURNAL OF APPLIED GERONTOLOGY;J. Appl. Gerontol.
JOURNAL OF CRIMINAL LAW & CRIMINOLOGY;J. Crim. Law Criminol.
DIGESTIVE DISEASES AND SCIENCES;Dig. Dis. Sci.
HEALTH COMMUNICATION;Health Commun.
Mental Health and Physical Activity;Ment. Health Phys. Act.
JOURNAL OF MOLECULAR STRUCTURE;J. Mol. Struct.
JOURNAL OF MANAGEMENT INQUIRY;J. Manage. Inq.
Human Resources for Health;Hum. Resour. Health
Journal of Marine Engineering and Technology;J. Mar. Eng. Technol.
International Journal for Equity in Health;Int. J. Equity Health
JOURNAL OF PEDIATRIC PSYCHOLOGY;J. Pediatr. Psychol.
INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES;Int. J. Adhes. Adhes.
PHOTOSYNTHETICA;Photosynthetica
EUROPEAN JOURNAL OF HISTOCHEMISTRY;Eur. J. Histochem.
JOURNAL OF CONTAMINANT HYDROLOGY;J. Contam. Hydrol.
JOURNAL OF ADVANCED NURSING;J. Adv. Nurs.
CURRENT PROBLEMS IN CANCER;Curr. Probl. Cancer
CATALYSIS LETTERS;Catal. Lett.
INTERNATIONAL JOURNAL OF MULTIPHASE FLOW;Int. J. Multiph. Flow
Health and Quality of Life Outcomes;Health Qual. Life Outcomes
Health Information Management Journal;Health Inf. Manag. J.
SEIZURE-EUROPEAN JOURNAL OF EPILEPSY;Seizure
EPJ Data Science;EPJ Data Sci.
EcoHealth;EcoHealth
JOURNAL OF THE ATMOSPHERIC SCIENCES;J. Atmos. Sci.
EUROPEAN JOURNAL OF PEDIATRICS;Eur. J. Pediatr.
Pain Practice;Pain Pract.
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS;AEU-Int. J. Electron. Commun.
MUSICAE SCIENTIAE;Music Sci.
Insect Conservation and Diversity;Insect. Conserv. Divers.
Carbon Management;Carbon Manag.
JOURNAL OF BIOLOGICAL RHYTHMS;J. Biol. Rhythms
JOURNAL OF THE NEUROLOGICAL SCIENCES;J. Neurol. Sci.
JOURNAL OF SOIL AND WATER CONSERVATION;J. Soil Water Conserv.
HIV MEDICINE;HIV Med.
JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION;J. Med. Libr. Assoc.
Ain Shams Engineering Journal;Ain Shams Eng. J.
THEORETICAL AND APPLIED CLIMATOLOGY;Theor. Appl. Climatol.
NUCLEAR FUSION;Nucl. Fusion
Heart Failure Clinics;Heart Fail. Clin.
JOURNAL OF CHEMICAL THERMODYNAMICS;J. Chem. Thermodyn.
HYDROGEOLOGY JOURNAL;Hydrogeol. J.
Communication & Sport;Commun. Sport
ECONOMIC JOURNAL;Econ. J.
Critical Perspectives on Accounting;Crit. Perspect. Account.
JOURNAL OF NURSING SCHOLARSHIP;J. Nurs. Scholarsh.
IEEE PERVASIVE COMPUTING;IEEE Pervasive Comput.
JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY;J. Chem. Technol. Biotechnol.
ACADEMIC RADIOLOGY;Acad. Radiol.
Defence Technology;Def. Technol.
Frontiers in Zoology;Front. Zool.
Policing & Society;Polic. Soc.
JOURNAL OF HUMAN GENETICS;J. Hum. Genet.
Women and Birth;Women Birth
Foodborne Pathogens and Disease;Foodborne Pathog. Dis.
POLYMER COMPOSITES;Polym. Compos.
Ecosphere;Ecosphere
CHINESE JOURNAL OF CHEMICAL ENGINEERING;Chin. J. Chem. Eng.
JOURNAL OF BIOMEDICAL OPTICS;J. Biomed. Opt.
ANIMAL GENETICS;Anim. Genet.
JOURNAL OF THE AMERICAN COLLEGE OF NUTRITION;J. Am. Coll. Nutr.
Frontiers in Human Neuroscience;Front. Hum. Neurosci.
Natural Hazards Review;Nat. Hazards Rev.
BMC BIOINFORMATICS;BMC Bioinformatics
SURFACE ENGINEERING;Surf. Eng.
Diabetes Metabolic Syndrome and Obesity-Targets and Therapy;Diabetes Metab. Syndr. Obes.
JOURNAL OF CLINICAL VIROLOGY;J. Clin. Virol.
PEDIATRIC BLOOD & CANCER;Pediatr. Blood Cancer
SYSTEM;System
JOURNAL OF FOOD SCIENCE;J. Food Sci.
COMPUTER COMMUNICATIONS;Comput. Commun.
Pathogens and Disease;Pathog. Dis.
Expert Review of Medical Devices;Expert Rev. Med. Devices
Future Microbiology;Future Microbiol.
CHEMBIOCHEM;ChemBioChem
Journal of the Pediatric Infectious Diseases Society;J. Pediatr. Infect. Dis. Soc.
BIOCHEMISTRY;Biochemistry
Current Epidemiology Reports;Curr. Epidemiol. Rep.
Contrast Media & Molecular Imaging;Contrast Media Mol. Imaging
LASERS IN MEDICAL SCIENCE;Lasers Med. Sci.
CHEMICAL SENSES;Chem. Senses
Journal of Cardiology;J. Cardiol.
JOURNAL OF ANIMAL SCIENCE;J. Anim. Sci.
ADVANCES IN ATMOSPHERIC SCIENCES;Adv. Atmos. Sci.
METROLOGIA;Metrologia
EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY;Exp. Clin. Psychopharmacol.
TRANSFUSION;Transfusion
SYNTHESIS-STUTTGART;Synthesis
PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY;Precis. Eng.-J. Int. Soc. Precis. Eng. Nanotechnol.
Journal of Marketing for Higher Education;J. Mark. High. Educ.
LEUKEMIA RESEARCH;Leuk. Res.
MIT SLOAN MANAGEMENT REVIEW;MIT Sloan Manage. Rev.
CURRENT OPINION IN PULMONARY MEDICINE;Curr. Opin. Pulm. Med.
JOURNAL OF ADVERTISING RESEARCH;J. Advert. Res.
ChemNanoMat;ChemNanoMat
G3-Genes Genomes Genetics;G3-Genes Genomes Genet.
Journal of Water Reuse and Desalination;J. Water Reuse Desalin.
ANNALS OF PHARMACOTHERAPY;Ann. Pharmacother.
CHINA QUARTERLY;China Q.
JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY;J. Clin. Psychopharmacol.
INTERNATIONAL JOURNAL OF REMOTE SENSING;Int. J. Remote Sens.
Translational Andrology and Urology;Transl. Androl. Urol.
PLASMA CHEMISTRY AND PLASMA PROCESSING;Plasma Chem. Plasma Process.
HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK;Head Neck-J. Sci. Spec. Head Neck
JOURNAL OF ENGINEERING EDUCATION;J. Eng. Educ.
AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL;Auton. Neurosci-Basic Clin.
IMMUNOBIOLOGY;Immunobiology
ACM Transactions on Multimedia Computing Communications and Applications;ACM Trans. Multimed. Comput. Commun. Appl.
REPRODUCTIVE TOXICOLOGY;Reprod. Toxicol.
NONPROFIT AND VOLUNTARY SECTOR QUARTERLY;Nonprofit Volunt. Sect. Q.
Current Opinion in Allergy and Clinical Immunology;Curr. Opin. Allergy Clin. Immunol.
JOURNAL OF GLACIOLOGY;J. Glaciol.
Ecological Informatics;Ecol. Inform.
JOURNAL OF MICROENCAPSULATION;J. Microencapsul.
Research & Politics;Res. Politics
PHYSICAL REVIEW A;Phys. Rev. A
ZOOLOGICA SCRIPTA;Zool. Scr.
EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY;Eur. J. Paediatr. Neurol.
MicrobiologyOpen;MicrobiologyOpen
NEUROPSYCHOLOGIA;Neuropsychologia
LEARNING AND INDIVIDUAL DIFFERENCES;Learn. Individ. Differ.
EJNMMI Research;EJNMMI Res.
International Journal of Interactive Multimedia and Artificial Intelligence;Int. J. Interact. Multimed. Artif. Intell.
PHOTODERMATOLOGY PHOTOIMMUNOLOGY & PHOTOMEDICINE;Photodermatol. Photoimmunol. Photomed.
ACM Transactions on Internet Technology;ACM Trans. Internet. Technol.
EUROPEAN SPINE JOURNAL;Eur. Spine J.
Quality Technology and Quantitative Management;Qual. Technol. Quant. Manag.
CHEMIE DER ERDE-GEOCHEMISTRY;Chem Erde-Geochem.
Journal of Pain Research;J. Pain Res.
BIOLOGICAL INVASIONS;Biol. Invasions
JOURNAL OF RAMAN SPECTROSCOPY;J. Raman Spectrosc.
PHARMACEUTICAL DEVELOPMENT AND TECHNOLOGY;Pharm. Dev. Technol.
International Journal of Inclusive Education;Int. J. Incl. Educ.
JOURNAL OF PERSONALITY DISORDERS;J. Pers. Disord.
TUBERCULOSIS;Tuberculosis
Structural Concrete;Struct. Concr.
MARINE ENVIRONMENTAL RESEARCH;Mar. Environ. Res.
Rhizosphere;Rhizosphere
GROUP PROCESSES & INTERGROUP RELATIONS;Group Process Intergroup Relat.
ECONOMIC MODELLING;Econ. Model.
JOURNAL OF CLINICAL PHARMACOLOGY;J. Clin. Pharmacol.
Fractional Calculus and Applied Analysis;Fract. Calc. Appl. Anal.
Journal of Asian Ceramic Societies;J. Asian Ceram. Soc.
JOURNAL OF APPLIED POLYMER SCIENCE;J. Appl. Polym. Sci.
European Journal of Oral Implantology;Eur. J. Oral Implant.
JOURNAL OF SPECIAL EDUCATION;J. Spec. Educ.
Bioscience of Microbiota Food and Health;Biosci. Microbiota Food Health
ROBOTICS AND AUTONOMOUS SYSTEMS;Robot. Auton. Syst.
Maritime Economics & Logistics;Marit. Econ. Logist.
Evolutionary Biology;Evol. Biol.
SEMINARS IN RESPIRATORY AND CRITICAL CARE MEDICINE;Semin. Respir. Crit. Care Med.
INTERNATIONAL JOURNAL OF SPORTS MEDICINE;Int. J. Sports Med.
BIOMEDICAL AND ENVIRONMENTAL SCIENCES;Biomed. Environ. Sci.
COMPTES RENDUS CHIMIE;C. R. Chim.
OPHTHALMIC AND PHYSIOLOGICAL OPTICS;Ophthalmic Physiol. Opt.
GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY;Graefes Arch. Clin. Exp. Ophthalmol.
DARU-Journal of Pharmaceutical Sciences;DARU
Nanomaterials and Nanotechnology;Nanomater. Nanotechnol.
CURRENT PHARMACEUTICAL DESIGN;Curr. Pharm. Design
THERMOCHIMICA ACTA;Thermochim. Acta
SOCIAL PROBLEMS;Soc. Probl.
ENGINEERING FAILURE ANALYSIS;Eng. Fail. Anal.
JOURNAL OF CLINICAL BIOCHEMISTRY AND NUTRITION;J. Clin. Biochem. Nutr.
Food Biophysics;Food Biophys.
European Journal of Population-Revue Europeenne de Demographie;Eur. J. Popul.-Rev. Eur. Demogr.
ACTA TROPICA;Acta Trop.
JOURNAL OF PUBLIC ECONOMICS;J. Public Econ.
STUDIES IN FAMILY PLANNING;Stud. Fam. Plan.
EUROPEAN JOURNAL OF COMMUNICATION;Eur. J. Commun.
IEEE SIGNAL PROCESSING LETTERS;IEEE Signal Process. Lett.
JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY;J. Am. Soc. Mass Spectrom.
MULTIBODY SYSTEM DYNAMICS;Multibody Syst. Dyn.
NEUROLOGIA;Neurologia
Television & New Media;Telev. New Media
Kardiologia Polska;Kardiol. Pol.
JOURNAL OF HIGHER EDUCATION;J. High. Educ.
Academic Pediatrics;Acad. Pediatr.
PHYSIOLOGICAL GENOMICS;Physiol. Genomics
TRIBOLOGY LETTERS;Tribol. Lett.
Thinking Skills and Creativity;Think. Skills Creat.
CATALYSIS SURVEYS FROM ASIA;Catal. Surv. Asia
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY;J. Cardiovasc. Pharmacol.
BEHAVIORAL MEDICINE;Behav. Med.
INVENTIONES MATHEMATICAE;Invent. Math.
Water;Water
Environment and Planning C-Politics and Space;Env. Plan. C-Polit. Space
Journal of Exercise Science & Fitness;J. Exerc. Sci. Fit.
Food Quality and Safety;Food Qual. Saf.
CHEMPHYSCHEM;ChemPhysChem
NATURAL HAZARDS;Nat. Hazards
FOOD AND AGRICULTURAL IMMUNOLOGY;Food Agric. Immunol.
FUNCTIONAL PLANT BIOLOGY;Funct. Plant Biol.
Fungal Biology;Fungal Biol.
CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS;Cancer Biother. Radiopharm.
JOURNAL OF POLYMER RESEARCH;J. Polym. Res.
Cambridge Review of International Affairs;Camb. Rev. Int. Aff.
JOURNAL OF VIBRATION AND CONTROL;J. Vib. Control
RAPID PROTOTYPING JOURNAL;Rapid Prototyping J.
ARTIFICIAL ORGANS;Artif. Organs
INTERNATIONAL REVIEW OF ADMINISTRATIVE SCIENCES;Int. Rev. Adm. Sci.
Current Urology Reports;Curr. Urol. Rep.
Maternal and Child Nutrition;Matern. Child Nutr.
Journal of Contextual Behavioral Science;J. Contextual Behav. Sci.
Archives of Agronomy and Soil Science;Arch. Agron. Soil Sci.
AMERICAN JOURNAL OF INTERNATIONAL LAW;Am. J. Int. Law
Journal of Choice Modelling;J. Choice Model.
BMC INFECTIOUS DISEASES;BMC Infect. Dis.
Design Studies;Design Stud.
JOURNAL OF MATERIALS RESEARCH;J. Mater. Res.
POLITICS & SOCIETY;Polit. Soc.
JOURNAL OF HUMAN NUTRITION AND DIETETICS;J. Hum. Nutr. Diet.
JOURNAL OF EDUCATIONAL COMPUTING RESEARCH;J. Educ. Comput. Res.
Environmental Chemistry;Environ. Chem.
Structure and Infrastructure Engineering;Struct. Infrastruct. Eng.
JOURNAL OF AMERICAN COLLEGE HEALTH;J. Am. Coll. Health
BEHAVIOUR & INFORMATION TECHNOLOGY;Behav. Inf. Technol.
INDUSTRIAL AND CORPORATE CHANGE;Ind. Corp. Change
EXPERIMENTAL HEMATOLOGY;Exp. Hematol.
ANIMAL COGNITION;Anim. Cogn.
PSYCHIATRIC SERVICES;Psychiatr. Serv.
BOTANICAL REVIEW;Bot. Rev.
International Public Management Journal;Int. Public Manag. J.
FAMILY RELATIONS;Fam. Relat.
PLANT BIOLOGY;Plant Biol.
OPTICAL MATERIALS;Opt. Mater.
NUTRITION IN CLINICAL PRACTICE;Nutr. Clin. Pract.
POLYMER JOURNAL;Polym. J.
Conservation Physiology;Conserv. Physiol.
Universal Access in the Information Society;Univers. Access Inf. Soc.
PSYCHOLOGY PUBLIC POLICY AND LAW;Psychol. Public Policy Law
Applied Research in Quality of Life;Appl. Res. Qual. Life
EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY;Eur. J. Appl. Physiol.
Prehospital Emergency Care;Prehosp. Emerg. Care
Contact Lens & Anterior Eye;Contact Lens Anterior Eye
Journal of Clinical Neurology;J. Clin. Neurol.
RESEARCH ON LANGUAGE AND SOCIAL INTERACTION;Res. Lang. Soc. Interact.
AMERICAN JOURNAL ON ADDICTIONS;Am. J. Addict.
CLINICS IN GERIATRIC MEDICINE;Clin. Geriatr. Med.
Journal of Experimental Nanoscience;J. Exp. Nanosci.
INTERNATIONAL ORTHOPAEDICS;Int. Orthop.
EUROPEAN JOURNAL OF ORTHODONTICS;Eur. J. Orthodont.
GM Crops & Food-Biotechnology in Agriculture and the Food Chain;GM Crop. Food
Aquaculture Environment Interactions;Aquac. Environ. Interact.
JOURNAL OF CELLULAR PLASTICS;J. Cell. Plast.
FUTURES;Futures
PSYCHOLOGY & HEALTH;Psychol. Health
Minerva Gastroenterologica e Dietologica;Minerva Gastroenterol. Dietol.
PROSTAGLANDINS & OTHER LIPID MEDIATORS;Prostaglandins Other Lipid Mediat.
Intensive and Critical Care Nursing;Intensive Crit. Care Nurs.
IEEE Circuits and Systems Magazine;IEEE Circuits Syst. Mag.
